City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches(last 3 hrs),Snow Inches(last 3 hrs)
469,Castres,FR,2020-02-22 06:43:23,43.58,2.17,39.2,93,15,4.7,few clouds,0.0,0.0
470,Cordoba,AR,2020-02-22 06:39:13,-31.41,-64.18,60.01,87,20,4.7,few clouds,0.0,0.0
471,Port Hardy,CA,2020-02-22 06:43:23,50.7,-127.42,39.2,100,90,3.36,light rain,0.0,0.0
472,Raton,US,2020-02-22 06:43:23,36.9,-104.44,34.0,79,1,4.7,clear sky,0.0,0.0
473,Djougou,BJ,2020-02-22 06:43:23,9.71,1.67,78.8,13,13,10.29,few clouds,0.0,0.0
474,Zyryanskoye,RU,2020-02-22 06:43:24,56.83,86.63,23.45,94,94,5.79,light snow,0.0,0.13
475,Odweyne,SO,2020-02-22 06:43:24,9.41,45.06,73.65,57,22,9.78,few clouds,0.0,0.0
476,Urumqi,CN,2020-02-22 06:43:13,43.8,87.6,28.0,68,54,2.24,broken clouds,0.0,0.0
477,Tessalit,ML,2020-02-22 06:43:24,20.2,1.01,67.96,11,79,11.48,broken clouds,0.0,0.0
478,Mecca,SA,2020-02-22 06:43:24,21.43,39.83,70.07,45,17,2.28,few clouds,0.0,0.0
479,Riobamba,EC,2020-02-22 06:43:25,-1.67,-78.63,49.96,92,100,0.92,light rain,0.31,0.0
480,Nabire,ID,2020-02-22 06:43:25,-3.37,135.48,80.6,91,34,2.66,moderate rain,4.31,0.0
481,Namatanai,PG,2020-02-22 06:43:25,-3.67,152.43,85.08,75,0,13.62,clear sky,0.0,0.0
482,Kukmor,RU,2020-02-22 06:43:25,56.19,50.89,32.45,99,98,6.55,overcast clouds,0.0,0.0
483,Marfino,RU,2020-02-22 06:43:25,55.7,37.38,34.0,86,96,8.95,overcast clouds,0.0,0.0
484,Bandarbeyla,SO,2020-02-22 06:43:26,9.49,50.81,77.29,69,19,11.12,few clouds,0.0,0.0
485,Den Helder,NL,2020-02-22 06:43:26,52.96,4.76,46.99,87,90,28.86,mist,0.0,0.0
486,Muisne,EC,2020-02-22 06:43:26,0.6,-80.03,77.81,87,89,4.83,overcast clouds,0.0,0.0
487,Lubango,AO,2020-02-22 06:43:26,-14.92,13.49,68.0,61,75,6.93,broken clouds,0.0,0.0
488,Cuamba,MZ,2020-02-22 06:43:27,-14.8,36.54,76.73,87,36,1.77,scattered clouds,0.0,0.0
489,Tiznit,MA,2020-02-22 06:43:27,29.58,-9.5,57.2,24,0,20.24,clear sky,0.0,0.0
490,San Quintin,MX,2020-02-22 06:43:27,30.48,-115.95,61.36,77,100,6.02,overcast clouds,0.0,0.0
491,Deputatskiy,RU,2020-02-22 06:43:27,69.3,139.9,-5.28,100,98,1.95,overcast clouds,0.0,0.0
492,Erzin,TR,2020-02-22 06:43:27,36.96,36.2,52.0,100,75,3.36,broken clouds,0.0,0.0
493,Chebarkul,RU,2020-02-22 06:43:28,54.97,60.36,26.76,88,85,2.93,overcast clouds,0.0,0.0
494,Santa Rosa,PH,2020-02-22 06:39:01,14.31,121.11,89.6,40,20,17.22,few clouds,0.0,0.0
495,Lebanon,US,2020-02-22 06:43:28,36.21,-86.29,30.0,79,1,3.06,clear sky,0.0,0.0
496,Myrhorod,UA,2020-02-22 06:43:29,49.97,33.61,32.16,86,38,6.17,scattered clouds,0.0,0.0
497,Kununurra,AU,2020-02-22 06:43:29,-15.77,128.73,102.2,29,60,4.7,broken clouds,0.0,0.0
498,Pisco,PE,2020-02-22 06:43:29,-13.7,-76.22,73.4,83,20,6.93,few clouds,0.0,0.0
499,Dong Hoi,VN,2020-02-22 06:43:29,17.48,106.6,74.77,69,10,7.92,light rain,0.5,0.0
500,Shitanjing,CN,2020-02-22 06:43:29,39.23,106.34,38.43,21,0,3.18,clear sky,0.0,0.0
501,Mwingi,KE,2020-02-22 06:43:30,-0.93,38.06,74.08,77,65,2.35,broken clouds,0.0,0.0
502,Kalmunai,LK,2020-02-22 06:43:30,7.42,81.82,82.17,78,86,19.01,light rain,0.31,0.0
503,Filadelfia,US,2020-02-22 06:42:10,39.95,-75.16,28.99,49,1,3.36,clear sky,0.0,0.0
504,Gelemso,ET,2020-02-22 06:43:31,8.82,40.52,74.16,49,6,0.65,clear sky,0.0,0.0
505,Nelson Bay,AU,2020-02-22 06:43:31,-32.72,152.15,75.0,78,75,16.11,broken clouds,0.0,0.0
506,Kindu,CD,2020-02-22 06:43:31,-2.95,25.95,75.06,94,96,1.68,light rain,0.5,0.0
507,Kendal,GB,2020-02-22 06:43:31,54.33,-2.75,46.0,90,100,8.01,light rain,2.13,0.0
508,Te Anau,NZ,2020-02-22 06:43:32,-45.42,167.72,53.92,50,19,2.55,few clouds,0.0,0.0
509,Auki,SB,2020-02-22 06:43:32,-8.77,160.7,85.08,72,42,7.4,scattered clouds,0.0,0.0
510,Beihai,CN,2020-02-22 06:43:32,21.48,109.1,67.51,79,0,8.32,clear sky,0.0,0.0
511,Tocopilla,CL,2020-02-22 06:43:32,-22.09,-70.2,59.36,68,54,4.7,broken clouds,0.0,0.0
512,Plattsburgh,US,2020-02-22 06:43:32,44.7,-73.45,26.6,45,1,6.93,clear sky,0.0,0.0
513,Talaya,RU,2020-02-22 06:43:33,61.38,152.75,-17.9,90,52,0.25,broken clouds,0.0,0.0
514,Arroyo,ES,2020-02-22 06:43:33,41.61,-4.8,34.0,86,0,3.36,clear sky,0.0,0.0
515,Tual,ID,2020-02-22 06:43:33,-5.67,132.75,82.18,79,95,18.92,light rain,1.38,0.0
516,Ghanzi,BW,2020-02-22 06:43:33,-21.57,21.78,73.67,59,51,4.03,broken clouds,0.0,0.0
517,Puerto Lleras,CO,2020-02-22 06:43:33,3.02,-73.4,77.68,61,100,2.59,overcast clouds,0.0,0.0
518,Tailai,CN,2020-02-22 06:43:34,46.38,123.4,22.5,75,42,9.48,scattered clouds,0.0,0.0
519,Wajima,JP,2020-02-22 06:43:34,37.4,136.9,48.2,100,75,24.16,light intensity shower rain,0.0,0.0
520,Faanui,PF,2020-02-22 06:43:34,-16.48,-151.75,82.38,78,8,13.58,light rain,0.31,0.0
521,Kamina,CD,2020-02-22 06:43:34,-8.74,24.99,72.84,81,89,1.83,overcast clouds,0.0,0.0
522,Ibicarai,BR,2020-02-22 06:43:34,-14.87,-39.59,78.8,100,40,2.24,light rain,0.0,0.0
523,Namibe,AO,2020-02-22 06:43:35,-15.2,12.15,75.15,75,79,15.03,broken clouds,0.0,0.0
524,Port Macquarie,AU,2020-02-22 06:43:35,-31.43,152.92,71.01,100,90,6.93,light rain,0.0,0.0
525,Spydeberg,NO,2020-02-22 06:43:35,59.62,11.09,45.0,93,100,26.4,moderate rain,0.0,0.0
526,Aitape,PG,2020-02-22 06:43:35,-3.14,142.35,82.83,79,99,11.86,light rain,0.25,0.0
527,Svetlyy,RU,2020-02-22 06:43:35,54.67,20.13,39.2,80,40,11.18,scattered clouds,0.0,0.0
528,Harper,LR,2020-02-22 06:43:36,4.38,-7.72,76.57,93,97,1.92,overcast clouds,0.0,0.0
529,Ixtapa,MX,2020-02-22 06:43:36,20.7,-105.2,75.0,88,40,3.65,scattered clouds,0.0,0.0
530,Negombo,LK,2020-02-22 06:43:36,7.21,79.84,91.4,52,40,16.11,scattered clouds,0.0,0.0
531,Miandrivazo,MG,2020-02-22 06:43:36,-19.52,45.47,80.89,73,100,3.31,overcast clouds,0.0,0.0
532,Weihai,CN,2020-02-22 06:43:37,37.5,122.11,37.35,61,29,18.68,scattered clouds,0.0,0.0
533,Tolaga Bay,NZ,2020-02-22 06:43:37,-38.37,178.3,72.64,76,45,20.85,scattered clouds,0.0,0.0
534,Buta,CD,2020-02-22 06:43:37,2.79,24.73,76.24,44,91,1.05,overcast clouds,0.0,0.0
535,High Level,CA,2020-02-22 06:43:37,58.52,-117.14,37.4,55,40,9.17,scattered clouds,0.0,0.0
536,Marsa Matruh,EG,2020-02-22 06:43:37,31.35,27.25,57.2,58,75,8.05,broken clouds,0.0,0.0
537,Moses Lake,US,2020-02-22 06:43:38,47.13,-119.28,32.0,68,1,4.7,clear sky,0.0,0.0
538,Umm Lajj,SA,2020-02-22 06:43:38,25.02,37.27,65.95,30,17,7.7,few clouds,0.0,0.0
539,Boguchany,RU,2020-02-22 06:43:38,58.38,97.45,21.87,90,86,4.43,overcast clouds,0.0,0.0
540,Maridi,SS,2020-02-22 06:43:38,4.92,29.47,78.12,34,88,8.63,light rain,0.19,0.0
541,Xinzhi,CN,2020-02-22 06:43:39,36.5,111.7,41.2,22,0,7.67,clear sky,0.0,0.0
542,Hurghada,EG,2020-02-22 06:43:39,27.26,33.81,60.8,48,0,6.93,clear sky,0.0,0.0
543,Santa Catarina De Tepehuanes,MX,2020-02-22 06:43:39,25.35,-105.73,51.85,66,60,2.46,broken clouds,0.0,0.0
544,Ratne,UA,2020-02-22 06:43:39,51.67,24.53,30.2,92,26,6.71,mist,0.0,0.0
545,Presidente Epitacio,BR,2020-02-22 06:43:39,-21.76,-52.12,73.58,91,100,6.42,light rain,0.81,0.0
546,Nuuk,GL,2020-02-22 06:43:40,64.18,-51.72,12.2,85,97,8.05,light snow,0.0,0.0
547,Ondangwa,NA,2020-02-22 06:43:40,-17.92,15.95,78.8,78,40,1.12,scattered clouds,0.0,0.0
548,Kathu,TH,2020-02-22 06:43:40,7.92,98.33,86.0,58,40,6.93,light rain,0.0,0.0
549,Evensk,RU,2020-02-22 06:43:40,61.95,159.23,-19.1,77,0,2.24,clear sky,0.0,0.0
550,Mayumba,GA,2020-02-22 06:43:40,-3.43,10.66,83.95,79,100,5.35,light rain,0.69,0.0
551,Dallas,US,2020-02-22 06:39:09,32.77,-96.78,44.6,45,75,3.36,broken clouds,0.0,0.0
552,Roald,NO,2020-02-22 06:43:41,62.58,6.13,42.01,86,40,21.92,scattered clouds,0.0,0.0
553,Kidal,ML,2020-02-22 06:43:41,18.44,1.41,67.24,11,66,12.53,broken clouds,0.0,0.0
554,Kushima,JP,2020-02-22 06:43:42,31.46,131.23,66.2,45,20,26.4,few clouds,0.0,0.0
555,Onega,RU,2020-02-22 06:43:42,63.91,38.14,34.05,80,100,20.4,overcast clouds,0.0,0.0
556,Maxixe,MZ,2020-02-22 06:43:42,-23.86,35.35,80.6,88,75,8.3,drizzle,0.0,0.0
557,San Juan,AR,2020-02-22 06:43:04,-31.54,-68.54,66.7,34,71,8.88,broken clouds,0.0,0.0
558,Tirano,IT,2020-02-22 06:43:42,46.22,10.17,37.0,53,24,1.41,few clouds,0.0,0.0
559,Srednekolymsk,RU,2020-02-22 06:43:43,67.45,153.68,-21.41,100,82,1.36,broken clouds,0.0,0.0
560,Espanola,US,2020-02-22 06:43:19,35.99,-106.08,36.0,80,1,1.34,clear sky,0.0,0.0
561,Bumba,CD,2020-02-22 06:43:43,2.18,22.47,76.26,71,98,1.52,overcast clouds,0.0,0.0
